,Date,Close,Volume
68,2018-04-10,12397.3203125,99355700
69,2018-04-11,12293.9697265625,98812700
70,2018-04-12,12415.009765625,82053600
71,2018-04-13,12442.400390625,76693800
72,2018-04-16,12391.41015625,62656800
73,2018-04-17,12585.5703125,85350700
74,2018-04-18,12590.830078125,83029000
75,2018-04-19,12567.419921875,70668500
76,2018-04-20,12540.5,111680200
77,2018-04-23,12572.3896484375,78154600
78,2018-04-24,12550.8203125,106073600
79,2018-04-25,12422.2998046875,108576800
80,2018-04-26,12500.4697265625,119856800
81,2018-04-27,12580.8701171875,0
82,2018-04-30,12612.1103515625,96521000
83,2018-05-02,12802.25,110911800
84,2018-05-03,12690.150390625,98817100
85,2018-05-04,12819.599609375,99070000
86,2018-05-07,12948.1396484375,64800000
87,2018-05-08,12912.2099609375,95587900
88,2018-05-09,12943.0595703125,102677600
89,2018-05-10,13022.8701171875,72155400
90,2018-05-11,13001.240234375,83673800
91,2018-05-14,12977.7099609375,77168000
92,2018-05-15,12970.0400390625,106592400
93,2018-05-16,12996.330078125,104171700
94,2018-05-17,13114.6103515625,92016400
95,2018-05-18,13077.7197265625,124262900
96,2018-05-22,13169.919921875,109116500
97,2018-05-23,12976.83984375,105439100
98,2018-05-24,12855.08984375,143763000
99,2018-05-25,12938.009765625,104044700
100,2018-05-28,12863.4599609375,69766800
101,2018-05-29,12666.509765625,153964500
102,2018-05-30,12783.759765625,122609400
103,2018-05-31,12604.8896484375,184309000
104,2018-06-01,12724.26953125,123414600
105,2018-06-04,12770.75,84511600
106,2018-06-05,12787.1298828125,107898300
107,2018-06-06,12830.0703125,106976800
108,2018-06-07,12811.0498046875,94068000
109,2018-06-08,12766.5498046875,115025300
110,2018-06-11,12842.91015625,108719300
111,2018-06-12,12842.2998046875,100645600
112,2018-06-13,12890.580078125,105696700
113,2018-06-14,13107.099609375,136091200
114,2018-06-15,13010.5498046875,257670500
115,2018-06-18,12834.1103515625,89102600
116,2018-06-19,12677.9697265625,102502200
117,2018-06-20,12695.16015625,89617400
118,2018-06-21,12511.91015625,111154800
119,2018-06-22,12579.7197265625,83725600
120,2018-06-25,12270.330078125,98566500
121,2018-06-26,12234.33984375,62457100
122,2018-06-27,12348.6103515625,127889100
123,2018-06-28,12177.23046875,107207500
124,2018-06-29,12306.0,114043400
125,2018-07-02,12238.169921875,93436600
126,2018-07-03,12349.1396484375,93526400
127,2018-07-04,12317.6103515625,78417600
128,2018-07-05,12464.2900390625,114460400
129,2018-07-06,12496.169921875,0
130,2018-07-09,12543.8896484375,74724300
131,2018-07-10,12609.849609375,81853500
132,2018-07-11,12417.1298828125,84350300
133,2018-07-12,12492.9697265625,72314800
134,2018-07-13,12540.73046875,0
135,2018-07-16,12561.01953125,97107500
136,2018-07-17,12661.5400390625,91976300
137,2018-07-18,12765.9404296875,87635000
138,2018-07-19,12686.2900390625,75493900
139,2018-07-20,12561.419921875,106490300
140,2018-07-23,12548.5703125,65205400
141,2018-07-24,12689.3896484375,90068800
142,2018-07-25,12579.330078125,80817800
143,2018-07-26,12809.23046875,105931000
144,2018-07-27,12860.400390625,95634400
145,2018-07-30,12798.2001953125,70725000
146,2018-07-31,12805.5,106509800
147,2018-08-01,12737.0498046875,93510500
148,2018-08-02,12546.330078125,103271900
149,2018-08-03,12615.759765625,79345300
150,2018-08-06,12598.2099609375,65599400
151,2018-08-07,12648.1904296875,87114600
152,2018-08-08,12633.5400390625,89371000
153,2018-08-09,12676.1103515625,71701900
154,2018-08-10,12424.349609375,0
155,2018-08-13,12358.740234375,92773600
156,2018-08-14,12358.8701171875,82021800
157,2018-08-15,12163.009765625,99703000
158,2018-08-16,12237.169921875,81469900
159,2018-08-17,12210.5498046875,86038300
160,2018-08-20,12331.2998046875,59670900
161,2018-08-21,12384.490234375,68597400
162,2018-08-22,12385.7001953125,77192800
163,2018-08-23,12365.580078125,63669000
164,2018-08-24,12394.51953125,59051400
165,2018-08-27,12538.3095703125,52201900
166,2018-08-28,12527.419921875,72899400
167,2018-08-29,12561.6796875,58192500
168,2018-08-30,12494.240234375,73686200
169,2018-08-31,12364.0595703125,90277000
170,2018-09-03,12346.41015625,50769600
171,2018-09-04,12210.2099609375,84476300
172,2018-09-05,12040.4599609375,109489900
173,2018-09-06,11955.25,87442600
174,2018-09-07,11959.6298828125,101789700
175,2018-09-10,11986.33984375,80490500
176,2018-09-11,11970.26953125,0
177,2018-09-12,12032.2998046875,112286500
178,2018-09-13,12055.5498046875,97093400
179,2018-09-14,12124.330078125,77747100
180,2018-09-17,12096.41015625,69270000
181,2018-09-18,12157.669921875,84144700
182,2018-09-19,12219.01953125,98540100
183,2018-09-20,12326.48046875,110135400
184,2018-09-21,12430.8798828125,400165400
185,2018-09-24,12350.8203125,0
186,2018-09-25,12374.66015625,83206800
187,2018-09-26,12385.8896484375,74964500
188,2018-09-27,12435.58984375,89854700
189,2018-09-28,12246.73046875,110639600
190,2018-10-01,12339.0302734375,76918300
191,2018-10-02,12287.580078125,82307700
192,2018-10-04,12244.1396484375,101177000
193,2018-10-05,12111.900390625,94036400
194,2018-10-08,11947.16015625,77268800
195,2018-10-09,11977.2197265625,77186000
196,2018-10-10,11712.5,0
197,2018-10-11,11539.349609375,142293600
198,2018-10-12,11523.8095703125,99171000
199,2018-10-15,11614.16015625,71968200
200,2018-10-16,11776.5498046875,85693600
201,2018-10-17,11715.0302734375,93600200
202,2018-10-18,11589.2099609375,97180800
203,2018-10-19,11553.830078125,128743800
204,2018-10-22,11524.33984375,73772600
205,2018-10-23,11274.2802734375,115195200
206,2018-10-24,11191.6298828125,117472700
207,2018-10-25,11307.1201171875,0
208,2018-10-26,11200.6201171875,138702800
209,2018-10-29,11335.48046875,98716300
210,2018-10-30,11287.3896484375,99304800
211,2018-10-31,11447.509765625,127284000
212,2018-11-01,11468.5400390625,98851100
213,2018-11-02,11518.990234375,109924000
214,2018-11-05,11494.9599609375,69373800
215,2018-11-06,11484.33984375,0
216,2018-11-07,11579.099609375,85986800
217,2018-11-08,11527.3203125,80629900
218,2018-11-09,11529.16015625,103701100
219,2018-11-12,11325.4404296875,93211100
220,2018-11-13,11472.2197265625,100043500
221,2018-11-14,11412.5302734375,106400600
222,2018-11-15,11353.669921875,96865000
223,2018-11-16,11341.0,113018300
224,2018-11-19,11244.5400390625,78718200
225,2018-11-20,11066.41015625,119967800
226,2018-11-21,11244.169921875,92605400
227,2018-11-22,11138.490234375,64564400
228,2018-11-23,11192.6904296875,63011900
229,2018-11-26,11354.7197265625,89434600
230,2018-11-27,11309.1103515625,75453200
231,2018-11-28,11298.8798828125,72950500
232,2018-11-29,11298.23046875,92388200
233,2018-11-30,11257.240234375,109013100
234,2018-12-03,11465.4599609375,101248500
235,2018-12-04,11335.3203125,83807700
236,2018-12-05,11200.240234375,73386400
237,2018-12-06,10810.98046875,132009900
238,2018-12-07,10788.08984375,100383400
239,2018-12-10,10622.0703125,119543200
240,2018-12-11,10780.509765625,101814600
241,2018-12-12,10929.4296875,103230400
242,2018-12-13,10924.7001953125,87998300
243,2018-12-14,10865.76953125,81422700
244,2018-12-17,10772.2001953125,85598700
245,2018-12-18,10740.8896484375,96287600
246,2018-12-19,10766.2099609375,96506200
247,2018-12-20,10611.099609375,122450600
248,2018-12-21,10633.8203125,216162200
249,2018-12-27,10381.509765625,104152600
250,2018-12-28,10558.9599609375,52604300
